N_VICTIMAS,HH,COMUNA,EDAD,TIPO_DE_CALLE_AVENIDA,TIPO_DE_CALLE_CALLE,TIPO_DE_CALLE_GRAL PAZ,ACUSADO_AUTO,ACUSADO_BICICLETA,ACUSADO_CARGAS,ACUSADO_MOTO,ACUSADO_MULTIPLE,ACUSADO_OBJETO FIJO,ACUSADO_OTRO,ACUSADO_PASAJEROS,ACUSADO_TREN,SEXO_FEMENINO,SEXO_MASCULINO
1.0,5,13.0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,8,14.0,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,5,9.0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,9.0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,2,9.0,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,17,4.0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,2,15.0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,16,4.0,59,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,9,12.0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,20,8.0,74,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,13,13.0,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,19,4.0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,5,8.0,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1.0,12,15.0,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,14,4.0,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,12,3.0,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,23,4.0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,23,2.0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,0,12.0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,1,3.0,44,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,12,5.0,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,9,4.0,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,7,4.0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,4,7.0,31,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,20,9.0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1.0,8,6.0,63,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,20,11.0,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,9,1.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,6,11.0,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,17,14.0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,8,8.0,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,16,3.0,88,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.0,19,2.0,57,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,12,2.0,76,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,15,12.0,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.0,14,1.0,65,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,7.0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,7,6.0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,6,6.0,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,3,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,16,1.0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,13,4.0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,4,3.0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0,13.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,9.0,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,18,12.0,49,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,10,6.0,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,11,1.0,73,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1.0,15,13.0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,1,11.0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,11,1.0,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,23,10.0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,3.0,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,17,7.0,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1,9.0,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,0,11.0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,10,9.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,1.0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1
